order,longitude,latitude
883575,120.5334519,31.3557359
883575,120.5330787,31.3559706
883575,120.5324755,31.3547334
883575,120.5372816,31.3497641
883575,120.5320812,31.3545882
883575,120.5410788,31.3467848
883575,120.5409279,31.3465072
883575,120.5413738,31.3465768
883575,120.5419092,31.3462403
883575,120.5428326,31.3460997
883575,120.541551,31.3463421
883575,120.5424908,31.3459811
883575,120.5424608,31.3457751
883575,120.534004,31.3449394
883575,120.528316,31.3497299
883575,120.5333877,31.3455641
883575,120.5420092,31.3456983
883575,120.534045,31.3449054
883575,120.5063579,31.2994839
883575,120.5063309,31.2994399
883575,120.5063179,31.2994499
883575,120.5063489,31.2994819
883575,120.5329497,31.3562306
883575,120.5324105,31.3543614
883575,120.5329687,31.3561576
883575,120.5330257,31.3561366
883575,120.5330257,31.3561366
883575,120.5326257,31.3555096
883575,120.539386,31.3482916
883575,120.5406453,31.3490474
883575,120.539386,31.3482916
883575,120.5395329,31.3481719
883575,120.5396173,31.3481546
883575,120.5398629,31.3479514
883575,120.5406683,31.3471548
883575,120.5411318,31.3464598
883575,120.5640186,31.3309229
883575,120.6392821,31.3339419
883575,120.5737229,31.3276673
883575,120.5845551,31.3246791
883575,120.655425,31.3275157
883575,120.6544679,31.3310191
883575,120.5406683,31.3471548
883575,120.5409429,31.3469912
883575,120.6604883,31.3281459
883575,120.6603453,31.3281679
883575,120.6652483,31.3253724
883575,120.6654433,31.3248054
883575,120.6652483,31.3253724
883575,120.6652279,31.325334
883575,120.6652319,31.325333
883575,120.6652269,31.325346
883575,120.6651849,31.325287
883575,120.6651809,31.325279
883575,120.6652299,31.325333
883575,120.6652069,31.325361
883575,120.6652049,31.325316
883575,120.6652079,31.325316
883575,120.6652089,31.325321
883575,120.6652159,31.325326
883575,120.6652109,31.325321
883575,120.6656183,31.3253304
883575,120.6656253,31.3248604
883575,120.6653313,31.3249824
883575,120.6653153,31.3247824
883575,120.6653013,31.3253394
883575,120.6648507,31.3257214
883575,120.6647087,31.3264824
883575,120.6650147,31.3251304
883575,120.6645017,31.3274784
883575,120.664159,31.3290786
883575,120.6630852,31.3290198
883575,120.6643207,31.3284104
883575,120.6617328,31.3286625
883575,120.6607951,31.3284747
883575,120.6603403,31.3283889
883575,120.6591515,31.3281242
883575,120.6573832,31.3277578
883575,120.6578052,31.3278168
883575,120.6569576,31.3276833
883575,120.654959,31.3287037
883575,120.6560028,31.3274945
883575,120.655184,31.3276117
883575,120.6542429,31.3317563
883575,120.6552678,31.3309915
883575,120.6526687,31.3317344
883575,120.655023,31.3298637
883575,120.649131,31.3345272
883575,120.6512888,31.3324082
883575,120.6501616,31.3333848
883575,120.6477525,31.3356727
883575,120.6459529,31.3361291
883575,120.644268,31.335939
883575,120.6396605,31.3356763
883575,120.6412795,31.3357632
883575,120.6428174,31.3358064
883575,120.6379386,31.3355263
883575,120.6291712,31.3351869
883575,120.6354062,31.335426
883575,120.6363544,31.3354492
883575,120.627931,31.3349268
883575,120.6270506,31.3347314
883575,120.6230959,31.3340046
883575,120.5330277,31.3561396
883575,120.5329687,31.3561826
883575,120.5330227,31.3564666
883575,120.5329857,31.3561696
883575,120.5934594,31.3280075
883575,120.5735363,31.3277567
883575,120.5827323,31.3261992
883575,120.5818027,31.3262626
883575,120.5531749,31.3446227
883575,120.5427486,31.3457747
883575,120.5320482,31.3549332
883575,120.5448671,31.3473538
883575,120.5329257,31.3557936
883575,120.5331057,31.3560486
883575,120.5329877,31.3561826
883575,120.5329587,31.3561906
883575,120.5329587,31.3561906
883575,120.5329627,31.3561936
883575,120.5330097,31.3561506
883575,120.5330217,31.3561476
883575,120.5330217,31.3561476
883575,120.5330577,31.3561136
883575,120.5329847,31.3561656
883575,120.5329727,31.3561796
883575,120.5329637,31.3561856
883575,120.5330087,31.3561426
883575,120.5330047,31.3561516
883575,120.5328247,31.3562466
883575,120.5320892,31.3571252
883575,120.5322432,31.3573752
883575,120.5312318,31.3578538
883575,120.5312318,31.3578538
883575,120.5329777,31.3562066
883575,120.5330487,31.3561166
883575,120.5330277,31.3561326
883575,120.5331999,31.3558749
883575,120.5342283,31.3560983
883575,120.5334089,31.3558749
883575,120.5340613,31.3561253
883575,120.5340453,31.3561933
883575,120.5326717,31.3549896
883575,120.5330117,31.3550216
883575,120.5327537,31.3547986
883575,120.5324155,31.3549194
883575,120.5320262,31.3546652
883575,120.5315074,31.3530946
883575,120.5323255,31.3537294
883575,120.5322685,31.3542214
883575,120.5301209,31.3521668
883575,120.528721,31.3512919
883575,120.5264919,31.3509228
883575,120.5273374,31.3503802
883575,120.5262245,31.3501078
883575,120.5272474,31.3504892
883575,120.5342408,31.3469547
883575,120.5339403,31.3456127
883575,120.5339093,31.3438097
883575,120.5333877,31.3455641
883575,120.5335607,31.3471879
883575,120.5333855,31.3471909
883575,120.5339433,31.3458817
883575,120.5338083,31.3470557
883575,120.5337503,31.3464017
883575,120.5335607,31.3471879
883575,120.5331519,31.3473943
883575,120.5448671,31.3473418
883575,120.5473458,31.3432715
883575,120.5336833,31.3503943
883575,120.5336823,31.3467617
883575,120.5422402,31.3565038
883575,120.5329917,31.3561756
883575,120.5331949,31.3558399
883575,120.5472938,31.3431995
883575,120.5480403,31.3440449
883575,120.5475235,31.3434381
883575,120.5486697,31.3441429
883575,120.5523233,31.3415535
883575,120.5503114,31.3426426
883575,120.5513888,31.341874
883575,120.5493762,31.3434674
883575,120.5672347,31.32808
883575,120.5645388,31.3300281
883575,120.5966034,31.3289595
883575,120.6380016,31.3344573
883575,120.6458499,31.3376371
883575,120.5954844,31.3290825
883575,120.648619,31.3410208
883575,120.6638076,31.3273562
883575,120.655474,31.3268207
883575,120.6641826,31.3182829
883575,120.649156,31.3340202
883575,120.6651359,31.325367
883575,120.663995,31.3270566
883575,120.6651551,31.323766
883575,120.6667398,31.3230549
883575,120.5532277,31.3402369
883575,120.5523333,31.3409955
883575,120.554285,31.339433
883575,120.5555628,31.338801
883575,120.5568777,31.3377935
883575,120.5618507,31.332703
883575,120.560453,31.3336388
883575,120.5592436,31.3350753
883575,120.5581561,31.3364419
883575,120.6652059,31.325436
883575,120.6652159,31.325419
883575,120.6651989,31.32537
883575,120.6652089,31.325322
883575,120.6651839,31.325334
883575,120.6651809,31.325309
883575,120.6652049,31.325317
883575,120.6651509,31.325477
883575,120.6652029,31.325374
883575,120.6652039,31.325353
883575,120.6652029,31.325362
883575,120.6651549,31.325375
883575,120.6651989,31.325335
883575,120.6651929,31.325353
883575,120.6651529,31.325471
883575,120.6651031,31.325873
883575,120.6652563,31.3253654
883575,120.6651389,31.325667
883575,120.6652883,31.3253734
883575,120.6653093,31.3253474
883575,120.6653223,31.3253654
883575,120.6652443,31.3253294
883575,120.6652259,31.325345
883575,120.6652239,31.325354
883575,120.6651359,31.325638
883575,120.6652229,31.325337
883575,120.6651549,31.325375
883575,120.6652109,31.325344
883575,120.6652099,31.325347
883575,120.6653393,31.3248424
883575,120.6650931,31.324372
883575,120.6636122,31.3238213
883575,120.6640003,31.3238434
883575,120.6641517,31.3240948
883575,120.6646177,31.3243228
883575,120.6650541,31.324571
883575,120.6652393,31.3254264
883575,120.6654443,31.3247844
883575,120.6650201,31.325598
883575,120.6646661,31.326418
883575,120.6644377,31.3290144
883575,120.6649115,31.3292422
883575,120.6664571,31.3294127
883575,120.6653025,31.3292292
883575,120.6677636,31.3298103
883575,120.669327,31.3302136
883575,120.6719893,31.3307924
883575,120.6708507,31.3306296
883575,120.6723929,31.3309585
883575,120.6728136,31.3310793
883575,120.6763067,31.3315988
883575,120.6745298,31.3312989
883575,120.6780144,31.3318175
883575,120.679885,31.3320901
883575,120.6817951,31.3324262
883575,120.6836741,31.3327562
883575,120.6852214,31.3329815
883575,120.6859708,31.3331009
883575,120.6867903,31.3333274
883575,120.6945831,31.3343224
883575,120.6948199,31.3344004
883575,120.7145565,31.3378505
883575,120.7232981,31.3392539
883575,120.7257377,31.3394765
883575,120.7389649,31.3418777
883575,120.7257377,31.3394765
883575,120.7837321,31.3687578
883575,120.7837321,31.3687578
883575,120.7839191,31.3686518
883575,120.7842321,31.3693978
883575,120.781356,31.3667
883575,120.781359,31.366624
883575,120.781665,31.36651
883575,120.781328,31.366676
883575,120.7814586,31.3663794
883575,120.7810688,31.366178
883575,120.781559,31.366299
883575,120.7803942,31.3660904
883575,120.7794186,31.3659608
883575,120.7782868,31.365792
883575,120.7772841,31.3656504
883575,120.7737895,31.3653177
883575,120.7746319,31.3654355
883575,120.7768689,31.3655994
883575,120.7755533,31.3654385
883575,120.7733736,31.3652693
883575,120.7718654,31.3649821
883575,120.7727876,31.3652063
883575,120.7709288,31.3648545
883575,120.7595331,31.3630718
883575,120.7379425,31.3417335
883575,120.7147979,31.3379637
883575,120.7081243,31.3374878
883575,120.7146225,31.3408911
883575,120.7704642,31.3647869
883575,120.7033266,31.3360571
883575,120.702526,31.3359396
883575,120.702572,31.3358556
883575,120.6646977,31.3292914
883575,120.6646677,31.3292894
883575,120.6651929,31.325341
883575,120.6650931,31.324123
883575,120.6655243,31.3250404
883575,120.6651519,31.325481
883575,120.6652159,31.325355
883575,120.6651889,31.325378
883575,120.6652249,31.325324
883575,120.6652299,31.325338
883575,120.6652049,31.325347
883575,120.6651749,31.32528
883575,120.663995,31.3270566
883575,120.6652259,31.325346
883575,120.6652279,31.325366
883575,120.6651939,31.325307
883575,120.6652169,31.325358
883575,120.6652259,31.325354
883575,120.6652049,31.325347
883575,120.6652209,31.325353
883575,120.6650341,31.325743
883575,120.6650841,31.325985
