lng,lat
120.1246028,30.3058955
120.3020091,30.2047403
120.276169,30.2438476
120.2785234,30.2446476
120.291109,30.2591413
120.2826086,30.2414453
120.3548978,30.2095062
120.3132903,30.1808014
120.3317986,30.1587634
120.2810586,30.2424607
120.207478,30.3543039
120.3165716,30.1785763
120.3084869,30.2322455
120.2885367,30.242912
120.3153882,30.1903011
120.2815346,30.2396207
120.3020709,30.1782649
120.3055443,30.1815248
120.3391232,30.1779325
120.1994641,30.3327397
120.277863,30.2460942
120.3371504,30.2054862
120.2900775,30.2275748
120.288686,30.1555799
120.3421878,30.1675496
120.2510397,30.1137555
120.1738377,30.1798756
120.3125401,30.1810162
120.275519,30.2424526
120.2840756,30.2329673
120.2903725,30.2367418
120.1244791,30.2933397
120.3125204,30.135822
120.3308288,30.1921828
120.2768394,30.2199626
120.3165056,30.1786583
120.2904165,30.2410168
120.2929852,30.2236361
120.2817276,30.2419567
120.2898987,30.227308
120.2361915,30.2475154
120.2966872,30.1709207
120.3065526,30.1996346
120.3411013,30.2186816
120.2947489,30.1644193
120.2848901,30.2330409
120.278283,30.2421542
120.1996033,30.332521
120.2894465,30.2468488
120.211074,30.33135
120.3371146,30.1876744
120.2905785,30.2365808
120.2853551,30.2443929
120.3034036,30.2217226
120.2887959,30.2267902
120.3245413,30.204348
120.3256872,30.1795534
120.3120917,30.1819228
120.2967258,30.2088292
120.3305726,30.1883714
120.3269807,30.1729729
120.3509897,30.1733074
120.3339195,30.1806623
120.3046365,30.189517
120.2841177,30.2394047
120.2844441,30.2401789
120.1941963,30.3333828
120.3228736,30.1829903
120.348735,30.1583054
120.1115235,30.3776705
120.3009875,30.2229799
120.2898387,30.227509
120.2541437,30.1772245
120.1723003,30.1259718
120.1966828,30.3338771
120.3317702,30.191317
120.1125968,30.3871453
120.3588349,30.2116473
120.3048045,30.180799
120.3499709,30.2119498
120.2878629,30.2311052
120.2847904,30.1486707
120.1632887,30.3391574
120.3205411,30.2054067
120.3062006,30.2103186
120.1254367,30.1286515
120.2947011,30.1343055
120.3372984,30.1947182
120.3127045,30.1493054
120.3412543,30.1970416
120.3315014,30.1791662
120.2600784,30.2330598
120.2889267,30.235148
120.3306276,30.1907844
120.3349389,30.2223516
120.3090015,30.253805
120.3130227,30.1486798
120.3099282,30.1812807
120.2827494,30.2158811
120.3072016,30.2098341
120.3110827,30.1828482
120.276471,30.2402796
120.278924,30.2363832
120.288843,30.2729213
120.2838507,30.2411287
120.1970996,30.3336257
120.3156398,30.1636659
120.2802638,30.246404
120.2876441,30.2263424
120.2909112,30.2396345
120.3339255,30.1806843
120.2902955,30.2367928
120.2799658,30.24225
120.2823066,30.2410583
120.2831726,30.2414003
120.2874131,30.2315334
120.3231216,30.1785823
120.2904355,30.2410548
120.275834,30.2411006
120.1721124,30.1346419
120.283428,30.2413427
120.1337419,30.3426494
120.2837787,30.2411297
120.2840407,30.2408747
120.1601669,30.3297895
120.3312664,30.1890912
120.330198,30.188607
120.2046029,30.3356997
120.2890381,30.2068944
120.2901835,30.2279648
120.3285753,30.1809341
120.0759639,30.1439276
120.2842196,30.2105353
120.2003927,30.3322002
120.2754104,30.1212821
120.2625028,30.1457263
120.1973726,30.3331987
120.2957671,30.1247991
120.2060552,30.1560515
120.2889859,30.2307082
120.3422958,30.1674696
120.2750516,30.2413892
120.298971,30.336196
120.1665498,30.2376815
120.307351,30.2090725
120.3409533,30.2193506
120.2903165,30.2361848
120.2824908,30.3624757
120.28767,30.1582999
120.2870705,30.239726
120.2585746,30.1348135
120.3188679,30.1801156
120.2880939,30.2309202
120.2934764,30.2336615
120.2767728,30.1266625
120.2878789,30.2385932
120.3127045,30.1493054
120.3171436,30.1931306
120.3435123,30.1668492
120.3036621,30.1802641
120.3171636,30.1931506
120.3441085,30.1698886
120.3514841,30.2195587
120.3013459,30.2033649
120.3109085,30.1809926
120.111765,30.382579
120.3063855,30.150568
120.3223402,30.2295788
120.3416103,30.1977476
120.0930578,30.1238648
120.2735899,30.1967155
120.277449,30.2368856
120.3402538,30.1829011
120.295175,30.2405628
120.2826526,30.2415483
120.3478697,30.2331566
120.2991269,30.2355723
120.3062656,30.2104596
120.2453159,30.3543116
120.3256657,30.1954609
120.3281893,30.1778345
120.2922049,30.2240509
120.2626269,30.2020468
120.1064032,30.3787271
120.3031989,30.2142098
120.2314298,30.3521967
120.3068681,30.1394162
120.2846741,30.2410489
120.1589809,30.1647065
120.2843891,30.2419349
120.2532047,30.26511
120.3523541,30.2070475
120.30515,30.20169
120.3397803,30.2256531
120.1074302,30.3785071
120.35197,30.2369569
120.202774,30.2151172
120.2659834,30.239255
120.107732,30.3782577
120.3358475,30.1524949
120.252426,30.2135793
120.3369711,30.1580314
120.2852347,30.2732124
120.2900047,30.227553
120.3234652,30.1785254
120.1941953,30.1152304
120.284413,30.2334877
120.290103,30.2682963
120.3229466,30.1798823
120.3134923,30.1807804
120.275953,30.2393396
120.2898455,30.2423638
120.3163666,30.1787393
120.2878849,30.2312472
120.3129007,30.1651718
120.1770851,30.2402104
120.278886,30.2370592
120.3127684,30.2118667
120.2848164,30.1468967
120.2902545,30.2361878
120.2900325,30.2383308
120.3298924,30.2158266
120.2916045,30.2114408
120.2936398,30.2355267
120.2985421,30.2321036
120.3393842,30.1896425
120.3394152,30.1896115
120.2857395,30.248539
120.2880417,30.251121
120.2964842,30.1701277
120.280583,30.2190512
120.3316792,30.191909
120.2550133,30.1458837
120.2931692,30.2085501
120.2878749,30.2310572
120.2956123,30.1458075
120.2303366,30.208921
120.3206558,30.2239675
120.1760264,30.2772879
120.3007165,30.3372753
120.3308528,30.1911048
120.3438733,30.1700862
120.1944093,30.3336148
120.2890497,30.238956
120.3186149,30.2161918
120.2793598,30.243104
120.2905809,30.1957872
120.2857532,30.1607385
120.2366321,30.2121226
120.2905205,30.2394218
120.3292541,30.1804808
120.2904435,30.2410448
120.2925241,30.2114829
120.1974188,30.1935129
120.281996,30.2411661
120.2841091,30.2439429
120.283918,30.2014067
120.2794158,30.243795
120.281997,30.2412021
120.2004227,30.3322242
120.2953563,30.1490237
120.2887019,30.2361682
120.2909782,30.2396115
120.2773284,30.241908
120.3115556,30.1288012
120.3255006,30.1474914
120.16892,30.1779438
120.2934111,30.1527685
120.0855051,30.1300395
120.316246,30.1788539
120.2998469,30.2163643
120.358481,30.304388
120.1973788,30.1937519
120.2911462,30.2390665
120.1974758,30.1923719
120.282238,30.2091887
120.3231716,30.1788873
120.3171094,30.178297
120.3215957,30.1707281
120.1696143,30.1496777
120.3400058,30.1945961
120.19695,30.1933873
120.2643889,30.2018718
120.2772982,30.2548138
120.2889797,30.234056
120.3423505,30.1801764
120.3002373,30.2289435
120.2827346,30.2342103
120.2672206,30.2569361
120.1542478,30.3699488
120.2954718,30.2109617
120.2396374,30.349928
120.3102589,30.1822145
120.172538,30.322629
120.3041744,30.2501298
120.2186833,30.1739814
120.3215071,30.1802117
120.3009755,30.3377263
120.1973738,30.1931589
120.3039921,30.1769378
120.2940747,30.1897211
120.2817918,30.216467
120.0976104,30.3740541
120.3167106,30.1815953
120.2962274,30.2406172
120.1958533,30.3338426
120.1966568,30.3338959
120.3448309,30.1741108
120.1969006,30.3332767
120.2759488,30.2282212
120.2887317,30.236272
120.2101189,30.3748729
120.2838556,30.2329623
120.3305976,30.1885574
120.251657,30.3513558
120.2846091,30.2408589
120.3101988,30.1652081
120.1969346,30.3336787
120.3186079,30.1681236
120.1965741,30.3308347
120.1973158,30.1933759
120.2054856,30.3347609
120.2854976,30.2104203
120.3151718,30.1837079
120.3582595,30.2415459
120.2017238,30.331664
120.316829,30.1814966
120.2122314,30.3368794
120.2874919,30.2386522
120.3032223,30.1777781
120.1968816,30.3332747
120.3263107,30.1809429
120.2941469,30.1711143
120.3131408,30.2144174
120.2322933,30.3475497
120.3262997,30.1807949
120.1966868,30.3332471
120.3362259,30.1924996
120.2944678,30.2230697
120.2485484,30.3585036
120.2801228,30.246434
120.1063952,30.3786441
120.2824172,30.2351769
120.2634927,30.2298776
120.304731,30.204219
120.2534037,30.1792105
120.2071648,30.3554007
120.3115612,30.1648932
120.1970132,30.1932563
120.1915433,30.3352493
120.2888404,30.1624403
120.3338685,30.1806803
120.2969178,30.2034192
120.3141847,30.1807577
120.1969296,30.3332547
120.1972136,30.3332897
120.3230519,30.2995965
120.2946557,30.1702121
120.2994161,30.2192486
120.3077795,30.1414706
120.1866419,30.1436158
120.1990295,30.3319551
120.2883078,30.3035751
120.202842,30.1752603
120.3070846,30.2087491
120.1968796,30.3332627
120.2768238,30.1132325
120.3170588,30.1912516
120.239819,30.3475146
120.2704132,30.2517903
120.3408739,30.1971405
120.3292706,30.237113
120.1725602,30.2901606
120.3132211,30.169669
120.2139005,30.3386453
120.275316,30.2432376
120.2287443,30.2740961
120.3432834,30.2313908
120.1969246,30.3340167
120.2936952,30.2204211
120.3256043,30.2295579
120.3305536,30.1893184
120.201222,30.3313294
120.1968406,30.3332727
120.3213923,30.1412235
120.2894487,30.233284
120.0853091,30.1301635
120.3418116,30.3027859
120.2207477,30.3391384
120.1982406,30.3354283
120.2626354,30.2312684
120.2454009,30.3529616
120.3025248,30.294491
120.3175059,30.190846
120.2318684,30.3449724
120.1968856,30.3332267
120.3524102,30.2118691
120.2910232,30.2390455
120.2023812,30.331557
120.198106,30.3376247
120.2632752,30.1569547
120.2526409,30.1175253
120.1153374,30.3890245
120.3201825,30.1791112
120.1054977,30.1648414
120.1967208,30.3332511
120.2507357,30.2888164
120.1969156,30.3332187
120.1355285,30.1659425
120.320794,30.153649
120.278429,30.2423242
120.1867257,30.3342768
120.2399112,30.1969733
120.2859986,30.2131289
120.2917685,30.2127958
120.284181,30.233547
120.1947395,30.333336
120.2430186,30.2834912
120.2986394,30.2039988
120.2092259,30.3375558
120.2969807,30.2432214
120.330375,30.192458
120.3561745,30.2876389
120.1383108,30.1591163
120.3417684,30.2976317
120.2883389,30.2244832
120.2006223,30.3344546
120.1942314,30.339544
120.1928504,30.3338544
120.197245,30.3393371
120.3392021,30.116753
120.2227738,30.3385223
120.27687,30.2458966
120.2380023,30.2906867
120.246868,30.380138
120.3128798,30.2160384
120.278081,30.2376472
120.2007591,30.3320698
120.1797216,30.2601317
120.1953019,30.1930754
120.3556278,30.2103782
120.2935742,30.2215291
120.1969226,30.3339987
120.276836,30.144617
120.1020894,30.1785386
120.2854331,30.2337379
120.2933709,30.2017557
120.2986776,30.3338016
120.1663435,30.1859217
120.1958995,30.3340876
120.3052545,30.174325
120.2060476,30.3510834
120.2564664,30.2019943
120.2769344,30.245712
120.1974818,30.1923879
120.1978074,30.1935937
120.2862871,30.2440464
120.201261,30.331439
120.3214808,30.2328717
120.2985028,30.1705922
120.279863,30.165851
120.1975008,30.1923519
120.3102669,30.1824825
120.2946932,30.1980971
120.2850392,30.1740305
120.2921987,30.2123095
120.1972538,30.1935869
120.2871889,30.2415742
120.3031653,30.1781643
120.2139005,30.3386453
120.1078502,30.3859861
120.2834026,30.2332583
120.1969586,30.3332867
120.3361009,30.1848026
120.2368442,30.1840864
120.3527633,30.2700482
120.1994221,30.3323317
120.2039889,30.1990117
120.1998453,30.334283
120.28762,30.1589309
120.1976118,30.1927829
120.2902856,30.1676274
120.3314675,30.2769245
120.2793258,30.241633
120.3159781,30.2894432
120.1073852,30.3783101
120.3036947,30.3214362
120.2949768,30.2316227
120.292781,30.2268203
120.1974818,30.1923879
120.1007761,30.3598643
120.2852044,30.1512377
120.2803278,30.239583
120.2042585,30.1980965
120.2714359,30.19711
120.3262767,30.1811589
120.1052528,30.3802661
120.2857114,30.3475137
120.1968023,30.1932829
120.2031284,30.2005467
120.276319,30.2429886
120.2304654,30.3608333
120.3414223,30.2003136
120.2844901,30.2390109
120.1962531,30.3333012
120.3470412,30.220188
120.1969636,30.3332887
120.2982414,30.2060118
120.196967,30.2925116
120.2879721,30.2116954
120.3025206,30.2415328
120.3181355,30.2165906
120.2920242,30.2245265
120.3521161,30.1758466
120.357825,30.161942
120.3170698,30.1912496
120.295171,30.2405478
120.2271267,30.36981
120.2660909,30.2182224
120.2690384,30.2463005
120.2878611,30.2257714
120.1779695,30.1415562
120.3016581,30.2109033
120.2858411,30.2322969
120.3417624,30.2976067
120.304359,30.212016
120.2992791,30.2171776
120.2939488,30.2301327
120.277557,30.2345056
120.2459299,30.3547576
120.1974926,30.3332407
120.2621847,30.3522602
120.1831105,30.3533822
120.2019238,30.329411
120.1972686,30.3295287
120.3451724,30.2006023
120.3451654,30.2005853
120.2459209,30.3544776
120.1906215,30.3183379
120.3129017,30.1651788
120.2753406,30.2369632
120.2010063,30.3353676
120.216391,30.195567
120.2857482,30.1612325
120.196973,30.1934183
120.3191467,30.1767454
120.2041849,30.3368617
120.0532469,30.3668132
120.230408,30.3466981
120.2053575,30.1813833
120.3268827,30.1814299
120.1942386,30.1939616
120.2042259,30.3369417
120.2264414,30.2755566
120.207128,30.3479779
120.2947028,30.2342167
120.2863216,30.2022169
120.1461247,30.3407899
120.2797368,30.236845
120.2145511,30.3402151
120.2073396,30.3399547
120.1970542,30.1932005
120.3440109,30.3275858
120.2851848,30.2042091
120.3052225,30.174362
120.3532693,30.1363363
120.3027329,30.2220418
120.3124213,30.3038774
120.235982,30.342744
120.2279525,30.3707434
120.3504599,30.3385593
120.3338865,30.1807233
120.2041093,30.1980483
120.2132482,30.3629152
120.3382784,30.2153901
120.2129116,30.3632774
120.257688,30.369812
120.2465661,30.1137113
120.1965471,30.3340612
120.1991016,30.1314708
120.1973408,30.1933519
120.0576002,30.3893406
120.2305262,30.3467721
120.2139856,30.3640492
120.196951,30.1933763
120.2255471,30.3441579
120.2982702,30.1459832
120.2852517,30.2732154
120.306497,30.211406
120.2814563,30.1308126
120.242407,30.3884293
120.197732,30.3325177
120.1957883,30.3335036
120.2922679,30.2267447
120.2619303,30.1596123
120.3021715,30.2051809
120.2560932,30.2115921
120.198123,30.3219951
120.307322,30.1714286
120.297007,30.2165256
120.2054101,30.3549884
120.30441,30.212498
120.2773589,30.3175621
120.1628569,30.1759796
120.2961884,30.2405832
120.2673316,30.2569291
120.3379512,30.196791
120.2243256,30.3405339
120.2559038,30.1126777
120.2040229,30.1982037
120.1968093,30.1934919
120.239434,30.3425006
120.2635447,30.3096817
120.1973258,30.1933529
120.3295171,30.1805778
120.1976894,30.1921265
120.2751139,30.1862595
120.249864,30.3179577
120.1995653,30.332373
120.3021789,30.3317205
120.2729021,30.2125551
120.306716,30.1829456
120.3523665,30.3389449
120.2000119,30.3321716
120.3053965,30.310541
120.278044,30.2454872
120.3058152,30.2419001
120.1967513,30.1933119
120.3075454,30.2075349
120.1969026,30.3332557
120.1973228,30.1934069
120.3304444,30.2093102
120.2732487,30.2001037
120.2314916,30.3659061
120.275148,30.2422136
120.1961831,30.3332212
120.1984132,30.3359439
120.3020101,30.2049503
120.2936981,30.1491965
120.2258105,30.3362993
120.2092649,30.3563113
120.1973108,30.1922589
120.2064676,30.3562104
120.1822854,30.2430336
120.2000869,30.3321726
120.2040383,30.1981933
120.297731,30.3095264
120.1850692,30.3482285
120.2122744,30.3619134
120.1954587,30.3334602
120.2813563,30.1180736
120.2861702,30.2014435
120.2696802,30.3784474
120.2826034,30.3791612
120.2273767,30.3445971
120.3064116,30.3393761
120.3314802,30.201548
120.1819649,30.324538
120.0668974,30.3694031
120.1970462,30.1931285
120.1949175,30.333854
120.1982902,30.3302719
120.2143656,30.3640682
120.2682366,30.1668816
120.1962331,30.3339622
120.2213002,30.3135029
120.2439103,30.3498772
120.094509,30.3758991
120.3059754,30.2019872
120.197357,30.3400211
120.2486724,30.3520406
120.1906687,30.3113021
120.3338643,30.2005731
120.192824,30.323709
120.3356989,30.2009656
120.1492322,30.3725963
120.2826117,30.2512327
120.2807704,30.1955192
120.3334964,30.1461297
120.3566583,30.2132398
120.1581379,30.2577814
120.297993,30.3118394
120.1907585,30.294372
120.1976264,30.1923765
120.3242546,30.1756708
120.2111298,30.3429602
120.3366726,30.1932094
120.2039979,30.1990267
120.287039,30.3099483
120.2066158,30.3571727
120.2930437,30.1492121
120.2365932,30.3483842
120.1960171,30.3337952
120.2790018,30.241579
120.1970212,30.1931373
120.2065372,30.1783605
120.2993676,30.307255
120.2265809,30.3087052
120.1973188,30.1933449
120.2921449,30.3176288
120.2099252,30.2862071
120.2018828,30.326362
120.2856708,30.2044601
120.1974668,30.1933999
120.1806294,30.3199676
120.2005505,30.3385
120.3124557,30.2996043
120.1167357,30.3703718
120.1944545,30.193844
120.279426,30.2687271
120.2543266,30.2117539
120.2999308,30.1559658
120.281034,30.2173442
120.1010073,30.3541915
120.2508948,30.3596106
120.2066658,30.3559067
120.1970482,30.1931685
120.3035327,30.3149957
120.2830487,30.150609
120.2747774,30.2222451
120.332238,30.1918597
120.2985194,30.2038728
120.2573067,30.3353781
120.2862615,30.2356013
120.2127386,30.3616484
120.207082,30.3393673
120.2889819,30.3666993
120.1976674,30.1923355
120.2237982,30.3572414
120.3032733,30.1781991
120.2284592,30.3421635
120.2103645,30.3311274
120.202822,30.2122152
120.206066,30.3266153
120.2694553,30.3155124
120.2064136,30.3569974
120.33085,30.2092952
120.1970968,30.1932019
120.1976464,30.1922675
120.1579595,30.1680281
120.2999581,30.1931146
120.1973828,30.1933259
120.3071063,30.1477468
120.1960951,30.3212547
120.1757077,30.3796693
120.2325763,30.3526297
120.2211697,30.3381304
120.2947744,30.3495196
120.2773154,30.241915
120.2815288,30.3614821
120.3035037,30.3149487
120.2945228,30.2351147
120.2097542,30.2857371
120.1944553,30.1134794
120.0539569,30.3626112
120.1943796,30.341961
120.2995516,30.30511
120.1942763,30.3321578
120.1975908,30.1939429
120.1969736,30.3333067
120.3027061,30.1968993
120.3376459,30.2941616
120.277995,30.2375462
120.3246288,30.1759842
120.2007481,30.3343698
120.1940038,30.3422484
120.1952423,30.1937358
120.1880356,30.3308254
120.331828,30.292612
120.2541297,30.1844975
120.2834262,30.318466
120.2846452,30.298877
120.2458079,30.3566496
120.196946,30.1933743
120.2498518,30.3500756
120.1973726,30.3331987
120.3055155,30.306638
120.3436623,30.1670702
120.1948913,30.3409538
120.3056499,30.3114724
120.1959345,30.3337979
120.297845,30.3119964
120.2322617,30.3476304
120.2079859,30.3125842
120.2346131,30.214611
120.1623601,30.1361859
120.1929124,30.3376784
120.286234,30.1656843
120.2810793,30.1212436
120.1201675,30.2809851
120.2426705,30.3495996
120.3573842,30.3079436
120.1850094,30.3312247
120.3181669,30.1946026
120.1810396,30.3072653
120.2912475,30.3556069
120.2038019,30.1992157
120.2025298,30.2120154
120.286759,30.3324793
120.2076786,30.189742
120.3054043,30.1904238
120.2915982,30.2258535
120.1948123,30.3480814
120.2993446,30.305356
